IP Address,AS Organization
193.17.47.1,"CZ.NIC, z.s.p.o."
193.19.103.34,Municipalnoe kazennoe uchrezhdenie goroda Novosibirska Hozyaistvennoe upravlenie
193.19.103.4,Municipalnoe kazennoe uchrezhdenie goroda Novosibirska Hozyaistvennoe upravlenie
193.19.65.199,Itera Norge AS
193.192.113.130,TurkNet Iletisim Hizmetleri A.S.
193.192.113.146,TurkNet Iletisim Hizmetleri A.S.
193.194.101.158,MTS PJSC
193.2.246.9,ARNES
193.202.111.250,Plug And Tel Sarl
193.202.121.50,Mediactive SAS
193.214.73.78,Telenor Norge AS
193.226.132.36,GTS Telecom SRL
193.226.132.38,GTS Telecom SRL
193.226.18.126,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare
193.226.61.1,Euroweb Romania S.R.L.
193.227.29.10,EUN
193.228.132.191,Ardinvest LTD
193.228.135.124,Ardinvest LTD
193.230.183.201,Euroweb Romania S.R.L.
193.232.252.8,State Autonomous Institution of the Republic of Dagestan Information Technology Center
193.232.36.242,LLC Orbita plus Gagarin
193.234.7.246,Bahnhof AB
193.238.77.61,Prometeo S.p.A.
193.238.77.62,Prometeo S.p.A.
193.247.170.242,Bluewin
193.248.41.143,Orange
193.34.163.173,"DAG s.c. Agnieszka Salska-Oskroba, Dariusz Oskroba"
193.35.48.170,"Timer, LLC"
193.37.255.227,M247 Ltd
193.42.159.2,Tele2 SWIPnet
193.47.189.126,Tarin General Trading and Setting Up Internet Device LTD
193.47.83.251,Naglotech Limited
193.58.251.105,SkyDNS Ltd
193.58.251.251,SkyDNS Ltd
193.67.79.39,UUNET
193.7.216.50,"Timer, LLC"
193.77.153.199,"Telekom Slovenije, d.d."
193.77.25.50,"Telekom Slovenije, d.d."
193.78.240.12,UUNET
193.79.237.39,UUNET
193.85.149.214,T-Mobile Czech Republic a.s.
193.95.111.96,ORANGE
193.95.221.141,"Telekom Slovenije, d.d."
193.95.93.243,ORANGE
194.1.252.197,ITCOMP sp. z o.o
194.108.42.2,T-Mobile Czech Republic a.s.
194.108.42.253,T-Mobile Czech Republic a.s.
194.12.15.222,C.C.S. (Leeds) Ltd
194.126.183.208,Branch Enterprise Netgroup-Service
194.135.11.210,PJSC Moscow city telephone network
194.145.241.6,M247 Europe SRL
194.146.24.191,Kamatera Inc
194.146.249.146,Virtuaoperator Sp. z o.o.
194.150.118.100,Itns Global Eood
194.153.201.169,Irideos S.p.A.
194.158.78.137,"Andorra Telecom, S.a.u."
194.176.111.71,SkyMobile LTD
194.177.199.1,University Of Ioannina
194.186.201.92,PVimpelCom
194.186.215.150,PVimpelCom
194.186.232.214,PVimpelCom
194.19.93.250,Globalconnect As
194.190.174.17,'ARKTIKA GROUP' Ltd
194.190.43.87,JSC Elektrosvyaz
194.190.84.137,FGBU GNCK named after A.N. Ryzhikh of Russian Ministry of Health
194.224.207.114,Telefonica De Espana S.a.u.
194.226.32.52,LLC Soro Telecom
194.228.54.34,"O2 Czech Republic, a.s."
194.233.66.239,Contabo Asia Private Limited
194.233.74.34,Contabo Asia Private Limited
194.236.230.131,Telia Company AB
194.239.212.177,TDC Holding A/S
194.24.190.9,Trk Tvoe-tv LLC
194.247.185.10,Connect LLC
194.249.67.20,ARNES
194.25.0.52,Deutsche Telekom AG
194.25.0.60,Deutsche Telekom AG
194.25.0.62,Deutsche Telekom AG
194.26.222.149,Binary Racks Limited
194.26.222.150,Binary Racks Limited
194.29.10.6,Liberty Global B.V.
194.38.126.178,Magyar Telekom plc.
194.39.45.25,Rendszerinformatika Zrt.
194.44.199.242,State Enterprise Scientific and Telecommunication Centre Ukrainian Academic and Research Netw
194.44.221.230,State Enterprise Scientific and Telecommunication Centre Ukrainian Academic and Research Netw
194.58.32.42,Saratov State University
194.6.227.15,VERIXI SA
194.6.227.150,VERIXI SA
194.6.227.60,VERIXI SA
194.61.59.25,i3D.net B.V
194.62.40.20,Talido Bilisim Teknolojileri A.S
194.69.194.3,Mediactive SAS
194.69.195.2,Mediactive SAS
194.7.1.4,UUNET
194.72.35.194,British Telecommunications PLC
194.72.35.195,British Telecommunications PLC
194.79.67.254,"Nos Comunicacoes, S.A."
194.88.54.158,T-Mobile Czech Republic a.s.
194.88.93.22,SamsungSDS Inc.
194.98.65.165,UUNET
195.10.195.195,meerfarbig GmbH & Co. KG
195.110.24.248,State Fund Agriculture
195.110.46.66,JSC ER-Telecom Holding
195.110.52.116,Firm Svyaz Ltd
195.112.112.1,MAXnet Systems Ltd.
195.113.144.194,CESNET z.s.p.o.
195.116.24.205,Orange Polska Spolka Akcyjna
195.116.52.251,Orange Polska Spolka Akcyjna
195.116.57.94,Orange Polska Spolka Akcyjna
195.117.218.206,Orange Polska Spolka Akcyjna
195.12.48.171,M247 Ltd
195.128.222.20,"Quantcom, a.s."
195.128.67.91,JSC Macomnet
195.129.111.49,UUNET
195.129.111.50,UUNET
195.129.12.114,UUNET
195.129.12.83,UUNET
195.133.157.159,Pelephone Communications Ltd.
195.136.163.18,KTX Marcin Katana
195.136.206.152,Rawi-Net Sp. z o.o
195.136.206.159,Rawi-Net Sp. z o.o
195.136.206.181,Rawi-Net Sp. z o.o
195.138.88.134,TENET Scientific Production Enterprise LLC
195.140.195.21,TREX Regional Exchanges Oy
195.142.153.122,SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticaret Ltd. Sti.
195.151.55.185,LLC Orange Business Services
195.154.169.198,Online S.a.s.
195.154.31.170,Online S.a.s.
195.154.57.169,Online S.a.s.
195.158.0.3,Uzbektelekom Joint Stock Company
195.158.9.87,Uzbektelekom Joint Stock Company
195.16.127.137,PJSC MegaFon
195.167.123.245,OTEnet S\.A\.
195.167.86.34,OTEnet S.A.
195.170.165.25,"NextGenWebs, S.L."
195.170.165.36,"NextGenWebs, S.L."
195.186.1.107,Bluewin
195.186.1.108,Bluewin
195.186.1.109,Bluewin
195.186.1.111,Bluewin
195.186.4.109,Bluewin
195.186.4.192,Bluewin
195.19.102.93,Rostelecom
195.19.4.32,Rostelecom
195.192.106.32,"SALZBURG AG fur Energie, Verkehr und Telekommunikation"
195.192.106.49,"SALZBURG AG fur Energie, Verkehr und Telekommunikation"
195.192.9.141,"SALZBURG AG fur Energie, Verkehr und Telekommunikation"
195.199.182.101,KIFU (Governmental Info Tech Development Agency)
195.200.176.2,Celeste SAS
195.208.108.75,LLC South Networks
195.208.5.1,Joint-stock company Internet Exchange MSK-IX
195.209.176.53,Ooo Fk Puls
195.209.33.46,RECONN LLC
195.21.137.153,GTT Communications Inc.
195.21.54.113,GTT Communications Inc.
195.21.58.121,GTT Communications Inc.
195.211.219.141,OOO Sestroretskoe Cable Television
195.216.58.16,Bjare Kraft ekonomisk forening
195.216.58.18,Bjare Kraft ekonomisk forening
195.219.98.40,AS6453
195.224.148.52,Daisy Corporate Services Trading Ltd
195.224.191.221,Daisy Corporate Services Trading Ltd
195.226.187.130,1&1 Versatel Deutschland GmbH
195.228.189.230,Magyar Telekom plc.
195.228.230.148,Magyar Telekom plc.
195.228.81.117,Magyar Telekom plc.
195.23.236.90,"Nos Comunicacoes, S.A."
195.231.15.91,Aruba S.p.A.
195.239.122.146,PVimpelCom
195.239.171.58,PVimpelCom
195.239.230.40,PVimpelCom
195.239.242.218,PVimpelCom
195.239.47.154,PVimpelCom
195.245.237.35,fenaco Genossenschaft
195.250.39.16,Pannon Pipics Ltd.
195.250.75.178,GNC-Alfa CJSC
195.251.19.1,National Infrastructures for Research and Technology S.A.
195.251.99.5,National Infrastructures for Research and Technology S.A.
195.252.212.245,AS-CMN
195.27.1.1,CW Vodafone Group PLC
195.29.217.82,Hrvatski Telekom d.d.
195.3.204.225,TUCHA Sp. z o.o.
195.34.240.235,Rostelecom
195.34.243.204,Rostelecom
195.34.245.208,Rostelecom
195.46.0.185,Vodafone-panafon Hellenic Telecommunications Company SA
195.46.191.44,PVimpelCom
195.46.39.103,"SafeDNS, Inc."
195.46.39.40,"SafeDNS, Inc."
195.46.7.225,Vodafone-panafon Hellenic Telecommunications Company SA
195.53.237.146,Telefonica De Espana S.a.u.
195.60.71.123,VAK Ltd.
195.62.19.119,Malam Team Ltd.
195.62.34.50,S-Telecom LLC
195.67.74.129,Telia Company AB
195.68.131.239,PVimpelCom
195.69.217.130,LLC inzhenernye Seti - Telekom
195.7.9.246,Softlink LTD
195.88.154.11,Commercial Manufacturing Enterprise Agrostroy Ltd.
195.88.223.73,Kuwait Petroleum Corporation
195.9.190.22,PJSC Moscow city telephone network
195.91.229.108,JSC ER-Telecom Holding
195.94.254.130,OOO WestCall Ltd.
195.99.66.220,British Telecommunications PLC
196.12.149.197,Liquid Telecommunication Rwanda
196.13.158.51,DENINF-IPLAN
196.14.34.101,IS
196.178.97.52,TUNISIANA
196.178.99.16,TUNISIANA
196.189.117.209,Ethiopian Telecommunication Corporation
196.192.179.62,METROFIBRE-NETWORX
196.200.176.2,Moroccan Academic Network
196.203.125.132,EL-Khawarizmi
196.203.125.133,EL-Khawarizmi
196.203.237.59,Skylogic S.p.A.
196.203.63.34,TUNISIANA
196.27.107.192,Zimbabwe Online (Private) Ltd.
196.29.204.226,EBONET
196.3.132.153,Telecommunication Services of Trinidad and Tobago
196.3.132.154,Telecommunication Services of Trinidad and Tobago
196.31.213.97,MTN Business Solutions
196.33.103.134,IS
197.155.73.247,Liquid Telecommunications Ltd
197.155.92.20,Liquid Telecommunications Ltd
197.155.92.21,Liquid Telecommunications Ltd
197.157.83.5,Workonline
197.189.200.42,xneelo
197.189.200.45,xneelo
197.215.217.251,ELECTROSHACK
197.219.229.86,MOVITEL
197.221.82.2,IS-GHANA
197.230.145.10,ASMedi
197.230.161.193,ASMedi
197.230.162.89,ASMedi
197.230.24.26,ASMedi
197.230.245.130,ASMedi
197.230.245.210,ASMedi
197.230.58.17,ASMedi
197.230.74.227,ASMedi
197.230.81.17,ASMedi
197.230.84.1,ASMedi
197.230.97.29,ASMedi
197.231.176.254,FON
197.232.47.102,JTL
197.234.168.217,CipherWave
197.245.247.121,Vox-Telecom
197.248.0.34,Safaricom
197.248.185.173,Safaricom
197.251.239.245,VODAFONE GHANA AS INTERNATIONAL TRANSIT
197.91.170.214,OPTINET
198.0.90.186,COMCAST-7922
198.136.58.44,DIMENOC
198.153.192.1,SECURITYSERVICES
198.153.192.210,SECURITYSERVICES
198.153.192.40,ULTRADNS
198.153.192.50,ULTRADNS
198.153.194.40,ULTRADNS
198.153.194.50,ULTRADNS
198.175.248.3,UMS2-ASN
198.199.123.206,DIGITALOCEAN-ASN
198.23.238.196,AS-COLOCROSSING
198.233.215.56,CENTURYLINK-US-LEGACY-QWEST
198.243.48.167,CENTURYLINK-US-LEGACY-QWEST
198.251.100.2,NETCOM-PNSDC
198.37.117.68,DC74-AS
198.50.212.61,OVH SAS
198.54.117.10,NAMECHEAP-NET
198.54.117.11,NAMECHEAP-NET
198.55.51.73,RAVAND
198.6.1.1,UUNET
198.6.1.142,UUNET
198.6.1.195,UUNET
198.6.1.2,UUNET
198.6.1.4,UUNET
198.60.22.2,XMISSION
198.60.22.22,XMISSION
198.7.58.227,LEASEWEB-USA-WDC
198.71.117.66,CABLEONE
198.71.62.239,IONOS SE
198.77.228.151,RAPIDSYSTEMS
198.8.60.17,DOTBLOCK-1
198.98.51.236,PONYNET
198.99.193.1,TENNESSEE-AQUARIUM
198.99.193.2,TENNESSEE-AQUARIUM
199.101.48.17,HOSTROCKET
199.103.57.72,CIRRUSTECHLTD
199.127.219.254,APYLI-AS
199.166.6.2,EXECULINK
199.193.74.42,WEBAIR-CHI
199.193.82.25,WCM-EVANSVILLE
199.193.83.62,WCM-EVANSVILLE
199.2.252.10,SPRINTLINK
199.241.172.22,INFINITECOM
199.245.140.120,ADVWIRELESS
199.254.165.125,AURORA-PUBLIC-SCHOOLS-ASN
199.36.76.33,FIDN
199.44.194.2,NTIFL
199.58.81.218,KOUMBIT
199.85.126.10,SECURITYSERVICES
199.85.126.20,ULTRADNS
199.85.126.30,SECURITYSERVICES
199.85.127.10,ULTRADNS
199.85.127.20,SECURITYSERVICES
199.85.127.30,SECURITYSERVICES
199.89.55.101,GIGASNET-AS
2.109.110.110,TDC Holding A/S
2.136.37.48,Telefonica De Espana S.a.u.
2.136.81.230,Telefonica De Espana S.a.u.
2.136.84.146,Telefonica De Espana S.a.u.
2.136.93.224,Telefonica De Espana S.a.u.
2.188.21.130,Information Technology Company (ITC)
2.189.44.44,Telecommunication Infrastructure Company
2.224.241.128,Fastweb
2.229.16.90,Fastweb
2.40.198.150,Vodafone Italia S.p.A.
2.40.45.218,Vodafone Italia S.p.A.
2.40.61.148,Vodafone Italia S.p.A.
2.47.138.139,Vodafone Italia S.p.A.
2.52.252.252,Partner Communications Ltd.
2.55.127.105,Partner Communications Ltd.
2.55.75.215,Partner Communications Ltd.
2.56.15.144,Telepoint Ltd
2.56.182.37,SkyNetwork Ltd.
2.56.220.2,
2.59.135.250,dataforest GmbH
2.59.213.216,Garmoniya LLC
2.60.117.118,Rostelecom
2.60.246.222,Rostelecom
2.60.248.182,Rostelecom
2.62.112.222,Rostelecom
2.63.188.10,Miranda-Media Ltd
2.78.57.194,Kcell JSC
2.85.180.50,OTEnet S.A.
20.106.145.8,MICROSOFT-CORP-MSN-AS-BLOCK
20.112.30.229,MICROSOFT-CORP-MSN-AS-BLOCK
20.14.83.169,MICROSOFT-CORP-MSN-AS-BLOCK
20.51.120.183,MICROSOFT-CORP-MSN-AS-BLOCK
20.71.128.65,MICROSOFT-CORP-MSN-AS-BLOCK
200.10.156.62,BANCO SOLIDARIO S.A.
200.10.221.16,ENTEL CHILE S.A.
200.10.231.110,Centro Nacional de Computacion
200.105.83.250,Telecom Argentina S.A.
200.106.167.196,IENTC S DE RL DE CV
200.107.247.248,Comteco Ltda
200.108.131.206,E-life Paraguay S.A.
200.11.52.202,Telefonica del Peru S.A.A.
200.111.47.43,ENTEL CHILE S.A.
200.114.113.67,"COMNET,S.A."
200.114.96.11,Interredes S.A.
200.115.20.147,COLINANET S.A.
200.116.110.39,EPM Telecomunicaciones S.A. E.S.P.
200.12.130.66,LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE
200.12.176.18,UNIVERSIDAD EAFIT
200.125.170.232,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L"
200.13.152.3,Entel S.A. - EntelNet
200.149.114.238,V tal
200.150.79.82,Ligga Telecomunicacoes S.A.
200.150.82.174,Ligga Telecomunicacoes S.A.
200.150.84.26,Ligga Telecomunicacoes S.A.
200.150.85.188,Ligga Telecomunicacoes S.A.
200.150.97.226,Ligga Telecomunicacoes S.A.
200.155.169.114,Telium Telecomunicacoes Ltda
200.16.125.82,Omnivision Argentina
200.175.235.124,TELEFONICA BRASIL S.A
200.182.63.96,CLARO S.A.
200.195.170.186,Ligga Telecomunicacoes S.A.
200.195.185.234,Ligga Telecomunicacoes S.A.
200.2.116.245,Red Universitaria Nacional
200.207.143.93,TELEFONICA BRASIL S.A
200.225.232.233,ALGAR TELECOM SA
200.229.252.17,WNet Internet y Hosting
200.24.159.207,NEDETEL S.A.
200.27.155.58,Telmex Chile Internet S.A.
200.36.182.101,PEGASO PCS
200.37.201.123,Telefonica del Peru S.A.A.
200.39.23.218,PEGASO PCS
200.41.77.85,LVLT-3549
200.42.174.188,Telefonica Empresas
200.45.14.178,Telecom Argentina S.A.
200.5.90.102,Telefonica de Argentina
200.52.149.220,Redes y Telecomunicaciones
200.52.80.60,"Megacable Comunicaciones de Mexico, S.A. de C.V."
200.53.156.164,"Sixsigma Networks Mexico, S.A. de C.V."
200.53.218.220,Redfox Telecomunicacoes Ltda.
200.54.51.6,CTC. CORP S.A. TELEFONICA EMPRESAS
200.54.9.138,CTC. CORP S.A. TELEFONICA EMPRESAS
200.56.117.25,DIGITAL COMUNICATIONS DE MEXICO SA DE CV
200.56.244.40,"Mexico Red de Telecomunicaciones, S. de R.L. de C.V."
200.56.252.75,"Mexico Red de Telecomunicaciones, S. de R.L. de C.V."
200.56.98.113,"Telefonos del Noroeste, S.A. de C.V."
200.56.98.145,"Telefonos del Noroeste, S.A. de C.V."
200.57.12.122,"Operbes, S.A. de C.V."
200.62.147.66,America Movil Peru S.A.C.
200.62.96.39,Telgua
200.63.104.31,Eliana Vanessa Morocho Ona
200.68.46.21,CTC. CORP S.A. TELEFONICA EMPRESAS
200.72.65.131,ENTEL CHILE S.A.
200.73.113.158,PowerHost Telecom SPA
200.73.128.38,Telecom Argentina S.A.
200.73.171.179,Telecom Argentina S.A.
200.76.52.60,"Alestra, S. de R.L. de C.V."
200.78.242.11,"Axtel, S.A.B. de C.V."
200.80.203.75,AMX Argentina S.A.
200.80.203.76,AMX Argentina S.A.
200.89.134.202,Telecom Argentina S.A.
200.89.142.74,Telecom Argentina S.A.
200.89.83.25,DIGICEL S.A. DE C.V.
200.9.155.203,Tyna Host - Datacenter no Brasil
200.91.28.35,Intercity
200.91.34.20,Internet Para Todos - Gobierno de La Rioja
200.94.156.193,"Alestra, S. de R.L. de C.V."
200.94.19.175,"Alestra, S. de R.L. de C.V."
200.94.21.29,"Alestra, S. de R.L. de C.V."
200.98.200.75,Universo Online S.A.
201.101.2.38,Uninet S.A. de C.V.
201.117.137.41,Uninet S.A. de C.V.
201.131.44.190,Aeropuertos y Servicios Auxiliares
201.132.162.254,"Mega Cable, S.A. de C.V."
201.143.181.110,"Telefonos del Noroeste, S.A. de C.V."
201.147.242.124,Uninet S.A. de C.V.
201.148.17.110,"Operbes, S.A. de C.V."
201.148.17.116,"Operbes, S.A. de C.V."
201.148.84.226,"Operbes, S.A. de C.V."
201.150.35.124,"Servnet Mexico, S.A. de C.V."
201.151.196.107,"Alestra, S. de R.L. de C.V."
201.151.223.62,"Alestra, S. de R.L. de C.V."
201.162.163.161,PEGASO PCS
201.164.60.34,"Mega Cable, S.A. de C.V."
201.170.249.229,"Telefonos del Noroeste, S.A. de C.V."
201.171.254.115,"Telefonos del Noroeste, S.A. de C.V."
201.172.207.22,"Television Internacional, S.A. de C.V."
201.174.104.210,TRANSTELCO-INC
201.174.134.13,TRANSTELCO-INC
201.174.235.68,TRANSTELCO-INC
201.174.53.102,TRANSTELCO-INC
201.182.66.37,Equatorial Telecomunicacoes LTDA
201.184.145.29,EPM Telecomunicaciones S.A. E.S.P.
201.184.156.252,EPM Telecomunicaciones S.A. E.S.P.
201.184.40.121,EPM Telecomunicaciones S.A. E.S.P.
201.197.224.14,Instituto Costarricense de Electricidad y Telecom.
201.213.82.223,Telecom Argentina S.A.
201.217.133.58,Administracion Nacional de Telecomunicaciones
201.218.140.30,M & B Soluciones Peru S.A.C. FASTNET
201.218.219.210,Cable Onda
201.219.154.75,FullCom S.A.
201.219.209.89,ITELKOM
201.219.217.29,ITELKOM
201.22.164.12,TELEFONICA BRASIL S.A
201.221.237.39,Liberty Technologies Corp.
201.222.126.14,COTAS LTDA.
201.222.70.184,COTAS LTDA.
201.229.68.14,SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.
201.233.178.228,EPM Telecomunicaciones S.A. E.S.P.
201.236.249.227,EPM Telecomunicaciones S.A. E.S.P.
201.247.112.236,Telgua
201.3.14.194,V tal
201.46.28.191,America-NET Ltda.
201.62.56.53,Click Tecnologia e Telecomunicacao Ltda
201.63.145.177,TELEFONICA BRASIL S.A
201.73.43.18,CLARO S.A.
201.77.8.4,RG PROVIDER LTDA ME
201.87.50.78,TELEFONICA BRASIL S.A
201.96.200.109,Uninet S.A. de C.V.
201.96.47.101,Uninet S.A. de C.V.
202.123.182.167,SkytelecomTransit provider and ISP in Vientiene.
202.124.128.3,"Globalreach eBusiness Networks, Inc."
202.125.143.66,Pakistan Telecommunication Company Limited
202.126.100.157,Australia Internet Solutions
202.126.145.120,Telstra Global
202.126.222.2,HKBN Enterprise Solutions HK Limited
202.131.73.38,HKBN Enterprise Solutions HK Limited
202.136.162.12,NTT SINGAPORE PTE LTD
202.136.180.57,NTT SINGAPORE PTE LTD
202.138.73.149,Anticlockwise Pty Ltd
202.14.14.97,KDDI ASIA PACIFIC PTE. LTD.
202.14.14.99,KDDI ASIA PACIFIC PTE. LTD.
202.147.190.18,LINKdotNET Telecom Limited
202.147.196.164,PT. MNC Kabel Mediacom
202.149.204.207,Tata Teleservices Maharashtra Ltd
202.149.205.14,Tata Teleservices Maharashtra Ltd
202.149.205.15,Tata Teleservices Maharashtra Ltd
202.149.205.59,Tata Teleservices Maharashtra Ltd
202.151.81.209,"Teleguam Holdings, LLC"
202.153.110.47,Powerbase DataCenter Services HK Ltd.
202.155.212.82,HKBN Enterprise Solutions HK Limited
202.156.43.134,StarHub Ltd
202.158.29.250,PT Cyberindo Aditama
202.162.34.42,PT Global Prima Utama
202.163.110.163,Cyber Internet Services Pvt Ltd.
202.164.153.108,Cable ISP in India
202.164.153.220,Cable ISP in India
202.175.125.44,Companhia de Telecomunicacoes de Macau SARL
202.175.45.2,Companhia de Telecomunicacoes de Macau SARL
202.175.86.206,Companhia de Telecomunicacoes de Macau SARL
202.179.184.85,"Telemedia Dinamika Sarana, PT"
202.179.92.226,Juweriyah Networks Private Limited
202.181.233.243,HongKong Commercial Internet Exchange
202.183.153.140,CS LOXINFO PUBLIC COMPANY LIMITED
202.183.195.162,CS LOXINFO PUBLIC COMPANY LIMITED
202.184.80.21,"TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al"
202.188.124.58,"TM Net, Internet Service Provider"
202.212.21.161,"NTT PC Communications, Inc."
202.233.9.234,"UNIADEX, LTD."
202.248.20.133,FUJITSU LIMITED
202.248.37.74,FUJITSU LIMITED
202.28.35.134,Mahasarakham University
202.28.35.170,Mahasarakham University
202.29.22.4,Rajabhat Mahasarakham University
202.29.239.134,Chulalongkorn University
202.29.51.130,Chulalongkorn University
202.43.102.123,TechAvenue Malaysia
202.43.108.1,DTS Telecom Company Limited
202.43.108.2,DTS Telecom Company Limited
202.46.33.250,263 Shanghai Communications Ltd.
202.46.34.74,"ShenZhen Sunrise Technology Co.,Ltd."
202.46.34.75,263 Shanghai Communications Ltd.
202.5.192.9,Mongolian National Research and Education Network
202.51.119.42,PT iForte Global Internet
202.54.181.152,TATA Communications formerly VSNL is Leading ISP
202.55.176.11,SKYMEDIA CORPORATION LLC
202.6.96.4,Vietnam News Agency
202.61.229.245,netcup GmbH
202.61.251.55,netcup GmbH
202.61.251.9,netcup GmbH
202.61.99.1,PT Paket Data Andal
202.62.222.220,ETNet Limited
202.62.222.222,ETNet Limited
202.62.64.2,CityOnline Services Ltd
202.62.77.2,CityOnline Services Ltd
202.73.30.98,Lightning Broadband Pty Ltd
202.77.35.41,HK Broadband Network Ltd.
202.77.35.42,HK Broadband Network Ltd.
202.78.224.129,Quang Trung Software City Development Company
202.78.224.130,Quang Trung Software City Development Company
202.78.64.84,Skycable Corporation
202.78.97.41,"Bayan Telecommunications, Inc."
202.82.121.113,HKT Limited
202.82.66.142,HKT Limited
202.83.175.182,National Telecommunication Corporation HQ
202.83.175.188,National Telecommunication Corporation HQ
202.86.149.20,Companhia de Telecomunicacoes de Macau SARL
202.86.191.50,Companhia de Telecomunicacoes de Macau SARL
202.87.213.253,KIS Viet Nam Securities Corporations
202.87.214.253,KIS Viet Nam Securities Corporations
202.88.116.1,CITIC Telecom International CPC Limited
202.88.116.126,CITIC Telecom International CPC Limited
202.88.116.166,CITIC Telecom International CPC Limited
202.88.116.24,CITIC Telecom International CPC Limited
202.88.116.8,CITIC Telecom International CPC Limited
202.88.116.86,CITIC Telecom International CPC Limited
202.88.235.205,Cable ISP in India
202.89.125.8,HANSOL GYOYOOK
202.90.137.75,Department of Science and Technology
202.91.40.139,City Online Ltd.
202.91.41.98,City Online Ltd.
202.91.42.125,City Online Ltd.
